,value,metric,type
164,3.2538349272905243,kde,full
165,1.7063066976293744,kde,full
166,2.745012238011899,kde,full
167,-0.3755593301970873,kde,full
168,2.3209312029486435,kde,full
169,1.7628118031611815,kde,full
170,3.242393893126521,kde,full
171,2.6527101877210373,kde,full
172,3.7568736495767787,kde,full
173,-1.0174235270586203,kde,full
174,2.233735844967354,kde,full
175,1.2937768863697976,kde,full
176,-1.0231810303981692,kde,full
177,1.5245248190781235,kde,full
178,3.104447461319664,kde,full
179,2.680069846108389,kde,full
180,1.8553759841560296,kde,full
181,2.1507485072741255,kde,full
182,2.456496219412797,kde,full
183,2.474890554609487,kde,full
184,3.5874880838135774,kde,full
185,1.8547296085246674,kde,full
186,2.8999301590494766,kde,full
187,2.152207321914226,kde,full
188,1.8992899796859262,kde,full
189,2.6311020339459783,kde,full
190,3.09927779937526,kde,full
191,1.2484879092350651,kde,full
192,1.2900483426125695,kde,full
193,-0.631639086041331,kde,full
194,1.9847647077937904,kde,full
195,1.0482844288240987,kde,full
196,-0.6704069150941623,kde,full
197,1.450637628188169,kde,full
198,2.1709531937494586,kde,full
199,3.16752617753953,kde,full
200,1.176991470522645,kde,full
201,2.713858605882788,kde,full
202,2.7533116086403258,kde,full
203,2.6552179740275523,kde,full
204,3.666562955283305,kde,full
205,1.5446733919076463,kde,full
206,2.569617073456072,kde,full
207,-0.7172323481848777,kde,full
208,2.2819393687539122,kde,full
209,2.8303311222043437,kde,full
210,2.9538581439683003,kde,full
211,1.4472923040285222,kde,full
212,1.6699397820199524,kde,full
213,-1.056358274017886,kde,full
214,1.990714182998591,kde,full
215,1.114724441045954,kde,full
216,-0.9840573705590392,kde,full
217,1.4684091211905375,kde,full
218,2.243198716722819,kde,full
219,3.825599714143797,kde,full
220,1.6828305432704829,kde,full
221,2.093558336985656,kde,full
222,2.3763563697542036,kde,full
223,2.7497858892006755,kde,full
224,3.6951150102718135,kde,full
225,1.6110385482241807,kde,full
226,2.512726318975057,kde,full
227,-0.9318904326630476,kde,full
228,2.061886162765854,kde,full
229,1.7285616474585335,kde,full
230,3.0402321709365596,kde,full
231,1.4336766606094768,kde,full
232,1.232019273201298,kde,full
233,-1.0592466320914697,kde,full
234,2.0361670188650725,kde,full
235,0.9455316535110625,kde,full
236,-0.7235663736388976,kde,full
237,1.372517755140866,kde,full
238,1.7354842435113054,kde,full
239,2.713099746732456,kde,full
240,1.5006842867657704,kde,full
241,1.926565536199433,kde,full
242,2.4535436013671617,kde,full
243,2.3296169623339993,kde,full
244,3.9634879719336444,kde,full
245,1.5377936020880247,kde,full
246,2.71546174664817,kde,full
247,-1.1636911623927249,kde,full
248,1.6696028365079822,kde,full
249,2.9855649962049893,kde,full
250,2.988067429239242,kde,full
251,1.2506215258660713,kde,full
252,0.10351369741549202,kde,full
253,-1.0381372295517224,kde,full
254,2.054224096249566,kde,full
255,0.9317705924199531,kde,full
256,-1.04146156137935,kde,full
257,1.636334751784509,kde,full
258,1.8631414267259259,kde,full
259,2.5921806138890915,kde,full
260,1.2995181152015287,kde,full
261,2.0940013930312875,kde,full
262,2.6766392280184514,kde,full
263,2.615974725192524,kde,full
264,4.25839732209233,kde,full
265,1.3877672725072112,kde,full
266,2.683457539711815,kde,full
267,-0.7938238658364872,kde,full
268,2.0417311625881283,kde,full
269,3.398105233576456,kde,full
270,3.01987448590854,kde,full
271,1.4856461334382973,kde,full
272,-0.008330615695170462,kde,full
273,-1.1177153634991923,kde,full
274,2.0519183483554317,kde,full
275,0.905015416075853,kde,full
276,-1.0516571777164743,kde,full
277,2.140391107842503,kde,full
278,1.8190370565865235,kde,full
279,2.5626949038490356,kde,full
280,0.9861817970021436,kde,full
281,1.9751540467800708,kde,full
282,2.522251389082786,kde,full
283,2.6096549641007,kde,full
284,4.91699286415883,kde,full
285,1.34206649824264,kde,full
286,2.8387211801198227,kde,full
287,-0.6189500866944562,kde,full
288,1.8633712676340628,kde,full
289,1.6411605419513737,kde,full
290,2.939022879598888,kde,full
291,1.2449489529601219,kde,full
292,0.3751878520957549,kde,full
293,-1.0856177942600027,kde,full
294,2.04486200092597,kde,full
295,1.1966574991437986,kde,full
296,-1.0147674443745078,kde,full
297,2.031583882737548,kde,full
298,2.076040138092327,kde,full
299,2.795909867061622,kde,full
300,1.7852347343919885,kde,full
301,2.618601347817764,kde,full
302,2.690851394230463,kde,full
303,2.729568742680883,kde,full
304,4.8033950399741485,kde,full
305,1.3283714861951188,kde,full
306,3.0782409914784448,kde,full
307,-0.6598733141792338,kde,full
308,1.4668463767883053,kde,full
309,2.476819096290582,kde,full
310,2.831633222839785,kde,full
311,1.3872014285469918,kde,full
312,-0.2648506401001017,kde,full
313,-0.8448897886130307,kde,full
314,2.1419628642415742,kde,full
315,1.1896674463164527,kde,full
316,-1.0770546986765712,kde,full
317,3.129360059701523,kde,full
318,2.0191400144191745,kde,full
319,2.2220884308622018,kde,full
320,1.8654979252089396,kde,full
321,2.4077666662967,kde,full
322,2.5172272752003586,kde,full
323,2.8215704231888017,kde,full
324,5.3098648384513485,kde,full
325,1.3798786058026282,kde,full
326,3.4612827396727686,kde,full
